folio,upm,estrato,hs04_0060,hs04_0061,hs04_0061_cod,hs04_0062,hs04_0062_cod,hs04_0063,hs04_0064,hs04_0064_cod,hs04_0065,hs04_0065_cod,hs04_0066,hs04_0067,hs04_0067_cod,hs04_0068,hs04_0069,hs04_0070,hs04_0070_cod,hs04_0071,hs04_0072,hs04_0073,hs04_0074,hs04_0075,hs04_0076,hs04_0076_cod,hs04_0077,hs04_0078,hs04_0079,hs04_0080_1_cod,hs04_0080_2_cod,hs04_0080_3_cod,hs04_0080_4_cod,hs04_0080_5_cod,hs04_0080_6_cod,hs04_0080_X_cod,hs04_0081_01,hs04_0081_02,hs04_0081_03,hs04_0081_04,hs04_0081_05,hs04_0081_06,hs04_0081_07,hs04_0081_08,hs04_0081_09,hs04_0081_10,hs04_0081_11,hs04_0081_12,hs04_0081_13,hs04_0081_14,hs04_0081_15,hs04_0081_16,hs04_0081_17,hs04_0081_X_cod,hs04_0082,hs04_0083,hs04_0083_cod,hs04_0084,hs04_0085_01,hs04_0085_02,hs04_0085_03,hs04_0085_04,hs04_0086,hs04_0087,hs05_0088,hs05_0089,ponderadorhviv,area,region,departamento,qriqueza,cviv
144-003340-A-0171,144-003340-A,124,1. CASA,1. ALQUILADA,,2. ADOBE/ TAPIAL,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,8. LADRILLO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,1.0,1.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,08:50,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.25591018107224656,2. Rural,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
112-000468-A-0081,112-000468-A,112,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,3.0,2.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,14:57,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.4199808658149375,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
112-000468-A-0131,112-000468-A,112,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,9.0,5.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,18:04,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.4199808658149375,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
112-000468-A-0071,112-000468-A,112,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,2. NO,1.0,0.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,15:40,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.4199808658149375,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
112-000468-A-0031,112-000468-A,112,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,1.0,1.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,16:20,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.4199808658149375,1. Urbana,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
144-003285-A-0021,144-003285-A,124,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,2. ADOBE/ TAPIAL,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,1.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,10:39,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.3954975525661992,2. Rural,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
144-003285-A-0131,144-003285-A,124,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,19:43,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.3954975525661992,2. Rural,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,0. CALIDAD MEDIA
144-003285-A-0141,144-003285-A,124,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,16:22,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.3954975525661992,2. Rural,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,0. CALIDAD MEDIA
144-003285-A-0121,144-003285-A,124,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,17:47,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.3954975525661992,2. Rural,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
151-004939-D-0121,151-004939-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,3.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,19:21,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5716391670251053,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
151-004939-D-0281,151-004939-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,1. SI,2.0,1.0,1. CON PERROS,,,1.  CON GALLINAS,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,09:31,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5716391670251053,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
151-004939-D-0301,151-004939-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,1. SI,3.0,1.0,1. CON PERROS,,,,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,10:29,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5716391670251053,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
151-004939-D-0111,151-004939-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,4.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,1. LEÑA,,2. NO,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1. SI,5. LA QUEMAN,,2. NO,,,,,2. NO,20:56,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5716391670251053,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
112-000512-A-0431,112-000512-A,112,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,4. MENOS FRECUENTEMENTE,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,2.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,09:01,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6999681096915624,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
112-000512-A-0061,112-000512-A,112,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,6.0,4.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,17:46,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6999681096915624,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
112-000512-A-0321,112-000512-A,112,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,19:06,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6999681096915624,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
112-000512-A-0211,112-000512-A,112,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,6. NO COCINA,,2. NO,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,19:23,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.6999681096915624,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
113-001244-A-0111,113-001244-A,113,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,4.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,20:42,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.6406919362984069,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
113-001244-A-0201,113-001244-A,113,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,3. LA BOTAN EN UN TERRENO BALDÍO O EN LA CALLE,,2. NO,,,,,2. NO,20:15,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6406919362984069,1. Urbana,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,0. CALIDAD MEDIA
113-001244-A-0131,113-001244-A,113,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,4.0,,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,08:40,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6406919362984069,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
113-001244-A-0051,113-001244-A,113,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,,2. NO,3. LA BOTAN EN UN TERRENO BALDÍO O EN LA CALLE,,2. NO,,,,,2. NO,12:26,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6406919362984069,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
111-000222-A-0261,111-000222-A,111,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,,,,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,08:24,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.5189901367376683,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
111-000222-A-0301,111-000222-A,111,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,5.0,4.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,07:54,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5189901367376683,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
111-000222-A-0281,111-000222-A,111,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,2. NO,,,,3. GAS LICUADO (GARRAFA),,2. NO,3.0,2.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,13:38,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5189901367376683,1. Urbana,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,0. CALIDAD MEDIA
